system:index,built_frac,dist_water_m,elevation_m,lat,lon,lst_c,ndvi,.geo
5818,0.04828646802343428,300.0,900,12.85539978990931,77.69370554346094,34.073563820000004,0.40585063863347726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69370554346094,12.85539978990931]}"
5819,0.041006002807989717,150.0,898,12.855385602947385,77.69508644584975,31.629679520000025,0.26759477816850524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69508644584975,12.855385602947385]}"
5820,0.035265611950308084,0.0,898,12.855371408735172,77.69646734658478,30.494896880000056,0.15036491983728179,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69646734658478,12.855371408735172]}"
5821,0.11418803373817354,150.0,900,12.85535720727271,77.6978482456652,32.96954335999999,0.42578771807732013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6978482456652,12.85535720727271]}"
5822,0.5735053765820339,300.0,902,12.855342998560044,77.69922914309016,35.41684568000005,0.5008571843672815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69922914309016,12.855342998560044]}"
5823,0.408107640221715,450.0,903,12.855328782597212,77.70061003885881,38.99209460000003,0.4151901532539646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70061003885881,12.855328782597212]}"
5824,0.5588965285569429,600.0,904,12.855314559384253,77.70199093297033,39.32022452000001,0.4792065403384246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70199093297033,12.855314559384253]}"
5825,0.5588965285569429,750.0,906,12.855300328921208,77.70337182542384,38.393941100000006,0.5100649834463902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70337182542384,12.855300328921208]}"
5826,0.6642912585521117,900.0,907,12.855286091208121,77.70475271621852,38.445211400000005,0.4797740112994351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70475271621852,12.855286091208121]}"
5827,0.41115490812808275,1050.0,906,12.855271846245028,77.70613360535354,39.04849193000001,0.4837852859301225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70613360535354,12.855271846245028]}"
5828,0.3439488878939301,960.4686356149273,903,12.855257594031974,77.70751449282801,40.673760439999995,0.42861405741689684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70751449282801,12.855257594031974]}"
5829,0.4009829164715484,874.6427842267951,898,12.855243334568994,77.70889537864113,41.62567901000003,0.35857357186668115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70889537864113,12.855243334568994]}"
5830,0.36981453094631433,807.7747210701756,897,12.855229067856133,77.71027626279202,41.95380892999998,0.3688194128655662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71027626279202,12.855229067856133]}"
5831,0.4617994703585282,764.8529270389176,898,12.855214793893431,77.71165714527984,41.09930393000002,0.36430945359460243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71165714527984,12.855214793893431]}"
5832,0.6664693364873528,750.0,893,12.855200512680929,77.71303802610379,38.328998720000016,0.4819869837502775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71303802610379,12.855200512680929]}"
5833,0.623751916224137,750.0,887,12.855186224218665,77.71441890526297,38.33412575000003,0.4311874352412014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71441890526297,12.855186224218665]}"
5834,0.2282038910780102,764.8529270389176,884,12.85517192850668,77.71579978275656,38.29652753000002,0.3489900637079377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71579978275656,12.85517192850668]}"
5835,0.09929384128190577,807.7747210701756,883,12.855157625545019,77.71718065858373,35.11776893000001,0.4056269623763439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71718065858373,12.855157625545019]}"
5836,0.10542214440647513,874.6427842267951,884,12.855143315333718,77.7185615327436,35.62192687999999,0.5987765925602883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7185615327436,12.855143315333718]}"
5837,0.5655941481236368,960.4686356149273,887,12.85512899787282,77.71994240523534,36.864377149999996,0.5379823072356861,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71994240523534,12.85512899787282]}"
5838,0.36360517237335443,1060.6601717798212,890,12.855114673162364,77.72132327605814,38.445211400000005,0.48771200033361795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72132327605814,12.855114673162364]}"
5839,0.6091600516811013,1171.537451385998,892,12.855100341202393,77.72270414521111,36.95837270000004,0.5777971675951408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72270414521111,12.855100341202393]}"
5840,0.6905758103821427,1290.348790056394,893,12.855086001992946,77.72408501269342,37.28308460000005,0.4484670850882678,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72408501269342,12.855086001992946]}"
5841,0.6905758103821427,1415.0971698084904,900,12.855071655534067,77.72546587850424,37.084839439999996,0.4263552794267853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72546587850424,12.855071655534067]}"
5842,0.6263335132971406,1544.34452114805,899,12.855057301825793,77.72684674264269,38.147843660000035,0.44866043699705993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72684674264269,12.855057301825793]}"
5843,0.15682499133981764,1677.0509831248423,901,12.855042940868167,77.72822760510797,39.00918469999999,0.5098209180944652,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72822760510797,12.855042940868167]}"
5844,0.2528001556638628,1812.456896039186,905,12.855028572661228,77.7296084658992,38.85537380000005,0.4217829265124407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7296084658992,12.855028572661228]}"
5845,0.5189951902721077,1950.0,904,12.85501419720502,77.73098932501556,38.65371062000003,0.4441087113090557,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73098932501556,12.85501419720502]}"
5846,0.6678652400150895,2089.258241577618,905,12.85499981449958,77.7323701824562,37.93250840000002,0.4424762204111568,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7323701824562,12.85499981449958]}"
5847,0.6767733478918672,2229.910312097776,900,12.854985424544953,77.73375103822025,39.38174888000003,0.40638188833956357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73375103822025,12.854985424544953]}"
5848,0.5945996905211359,2371.7082451262845,898,12.854971027341177,77.7351318923069,40.64299826000001,0.36420102489792544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7351318923069,12.854971027341177]}"
5849,0.12851507309824228,2514.458192136032,898,12.854956622888295,77.73651274471528,41.261659880000025,0.4003198878201617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73651274471528,12.854956622888295]}"
5850,0.06482531223446131,2658.0067720004026,895,12.854942211186346,77.73789359544458,40.58147390000002,0.42857886376684085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73789359544458,12.854942211186346]}"
5851,0.24958818242885172,2802.231253840411,895,12.854927792235374,77.73927444449393,39.45352730000002,0.5116792422539733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73927444449393,12.854927792235374]}"
5852,0.10950629808939993,2947.032405658275,892,12.854913366035415,77.74065529186248,37.79578760000004,0.5346450593375268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74065529186248,12.854913366035415]}"
5853,0.03528799908235669,3092.329219213246,890,12.854898932586517,77.7420361375494,37.864148,0.4898030061949262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7420361375494,12.854898932586517]}"
5854,0.0657771120313555,3238.054971738435,892,12.854884491888715,77.74341698155384,38.998930640000026,0.4537039312542495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74341698155384,12.854884491888715]}"
5855,0.1297655561938882,3384.1542518035435,895,12.854870043942054,77.74479782387495,40.950620060000006,0.33880673141907003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74479782387495,12.854870043942054]}"
5856,0.12143207574263215,3530.580688781946,896,12.854855588746572,77.7461786645119,42.14692706000005,0.3281204946076481,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7461786645119,12.854855588746572]}"
5857,0.12143207574263215,3677.295201639379,900,12.854841126302311,77.74755950346385,42.263139740000014,0.2604705939932531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74755950346385,12.854841126302311]}"
5858,0.042515147710219026,3824.2646351945887,902,12.854826656609315,77.74894034072993,42.30586499000003,0.2638406090055694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74894034072993,12.854826656609315]}"
5859,0.03951806202530861,3925.87569849072,900,12.854812179667622,77.75032117630931,40.72844876000005,0.420353938740262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75032117630931,12.854812179667622]}"
5860,0.03766570263542235,3911.5214431215895,900,12.854797695477275,77.75170201020114,40.825862330000035,0.38034837512097674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75170201020114,12.854797695477275]}"
5861,0.0374764131847769,3902.8835493773063,899,12.854783204038315,77.75308284240458,40.42082696,0.4603815810771818,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75308284240458,12.854783204038315]}"
5862,0.04606644553132355,3900.0,904,12.854768705350782,77.75446367291879,41.85639536000002,0.4504578747525782,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75446367291879,12.854768705350782]}"
5863,0.03731567005161196,3902.8835493773063,905,12.85475419941472,77.75584450174294,43.490208919999986,0.3343692490565768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75584450174294,12.85475419941472]}"
5864,0.03486220189370215,3911.5214431215895,907,12.854739686230165,77.75722532887615,44.11912460000002,0.3082291093762276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75722532887615,12.854739686230165]}"
5865,0.03928199992515147,3925.87569849072,906,12.854725165797165,77.75860615431759,43.44064763000003,0.2691874397081343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75860615431759,12.854725165797165]}"
5866,0.06949059444013983,3945.8839313897715,898,12.854710638115755,77.75998697806644,42.85787522000004,0.2669430944712767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75998697806644,12.854710638115755]}"
5867,0.3134454891551286,3971.460688462118,896,12.854696103185981,77.76136780012182,39.68595266,0.4253874142382008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76136780012182,12.854696103185981]}"
5868,0.3612849919591099,4002.4992192379004,893,12.854681561007883,77.7627486204829,41.10784898000003,0.3540913638096225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7627486204829,12.854681561007883]}"
5869,0.46043328661471605,4038.873605350878,892,12.854667011581501,77.76412943914885,40.46184320000003,0.4779217901850005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76412943914885,12.854667011581501]}"
5870,0.6228845401201397,4080.441152620633,899,12.85465245490688,77.76551025611879,40.000410500000044,0.3154157783811033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76551025611879,12.85465245490688]}"
5871,0.5630265513900667,4127.044947659281,902,12.854637890984058,77.76689107139191,40.933529960000016,0.40860405683075024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76689107139191,12.854637890984058]}"
5872,0.32124831923283637,4178.516483155236,903,12.854623319813077,77.76827188496736,42.565634510000024,0.36321169954871135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76827188496736,12.854623319813077]}"
5873,0.09609848633408546,4234.678264047931,903,12.85460874139398,77.76965269684429,43.51071704000003,0.3397639645814504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76965269684429,12.85460874139398]}"
5874,0.5444510488305241,4295.346318982906,901,12.854594155726808,77.77103350702185,43.05612038000001,0.30156025215209414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77103350702185,12.854594155726808]}"
